Here is a randomly generated list of hostname, IP address, subnet mask, and broadcast addresses:

Hostname: server1 IP Address: 192.168.1.10 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.1.255
Hostname: laptop1 IP Address: 10.0.0.5 Subnet Mask: 255.255.0.0 Broadcast Address: 10.0.255.255
Hostname: printer2 IP Address: 172.16.0.20 Subnet Mask: 255.255.255.240 Broadcast Address: 172.16.0.31
Hostname: switch1 IP Address: 192.168.0.50 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.0.255
Hostname: desktop2 IP Address: 10.10.1.100 Subnet Mask: 255.255.255.0 Broadcast Address: 10.10.1.255
Hostname: host1.example.com IP Address: 192.168.0.1 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.0.255
Hostname: host2.example.com IP Address: 10.0.0.2 Subnet Mask: 255.0.0.0 Broadcast Address: 10.255.255.255
Hostname: host3.example.com IP Address: 172.16.0.3 Subnet Mask: 255.240.0.0 Broadcast Address: 172.31.255.255
Hostname: host4.example.com IP Address: 192.168.1.4 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.1.255
Hostname: host5.example.com IP Address: 10.1.1.5 Subnet Mask: 255.0.0.0 Broadcast Address: 10.255.255.255
Hostname: host6.example.com IP Address: 172.16.0.6 Subnet Mask: 255.240.0.0 Broadcast Address: 172.31.255.255
Hostname: host7.example.com IP Address: 192.168.0.7 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.0.255
Hostname: host8.example.com IP Address: 10.0.0.8 Subnet Mask: 255.0.0.0 Broadcast Address: 10.255.255.255
Hostname: host9.example.com IP Address: 172.16.0.9 Subnet Mask: 255.240.0.0 Broadcast Address: 172.31.255.255
Hostname: host10.example.com IP Address: 192.168.1.10 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.1.255
Hostname: server1 IP Address: 192.168.1.10 Subnet Mask: 255.255.255.0 Broadcast Address: 192.168.1.255
Hostname: laptop2 IP Address: 10.0.0.5 Subnet Mask: 255.255.0.0 Broadcast Address: 10.0.255.255
Hostname: printer3 IP Address: 172.16.0.20 Subnet Mask: 255.255.255.240 Broadcast Address: 172.16.0.31
Hostname: router4 IP Address: 192.168.0.1 Subnet Mask: 255.255.255.128 Broadcast Address: 192.168.0.127
Hostname: desktop5 IP Address: 10.10.100.50 Subnet Mask: 255.255.0.0 Broadcast Address: 10.10.255.255
